ObstacleID, Description    , Elevation at top of Obstacle (m), Easting NZTM, Northing NZTM, Latitude        , Longitude        , Date Surveyed, Source    , Surveyor
NZRO20946 , TREE           ,                           370.14,   1889208.93,    5772355.91, 38 09 01.21489 S, 176 18 01.31455 E, 44744        , LiDAR-2022, LINZ
NZRO20947 , TREE           ,                           395.96,   1889408.25,    5772364.38, 38 09 00.71047 S, 176 18 09.47810 E, 44744        , LiDAR-2022, LINZ
NZRO20948 , TREE           ,                           401.14,   1889415.25,    5772329.76, 38 09 01.82379 S, 176 18 09.81586 E, 44744        , LiDAR-2022, LINZ
NZRO20949 , TREE           ,                           406.22,   1889418.11,    5772302.39, 38 09 02.70704 S, 176 18 09.97319 E, 44744        , LiDAR-2022, LINZ
NZRO20950 , TREE           ,                           379.49,   1889331.68,    5772360.85, 38 09 00.91321 S, 176 18 06.34243 E, 44744        , LiDAR-2022, LINZ
NZRO20951 , TREE           ,                           375.66,   1889315.28,    5772376.52, 38 09 00.42457 S, 176 18 05.64681 E, 44744        , LiDAR-2022, LINZ
NZRO20952 , TREE           ,                           368.63,   1889496.51,    5772401.92, 38 08 59.39257 S, 176 18 13.04353 E, 44744        , LiDAR-2022, LINZ
NZRO20953 , TREE           ,                           365.78,   1889546.58,    5772431.59, 38 08 58.37368 S, 176 18 15.05394 E, 44744        , LiDAR-2022, LINZ
NZRO20954 , TREE           ,                           377.99,   1889378.83,    5772396.7 , 38 08 59.69754 S, 176 18 08.22407 E, 44744        , LiDAR-2022, LINZ
NZRO20955 , TREE           ,                           399.91,   1889413.78,    5772345.39, 38 09 01.31920 S, 176 18 09.73270 E, 44744        , LiDAR-2022, LINZ
NZRO20956 , TREE           ,                           376.96,   1889342.37,    5772365.68, 38 09 00.74442 S, 176 18 06.77386 E, 44744        , LiDAR-2022, LINZ
NZRO20957 , TREE           ,                           361.35,   1889531.83,    5772661.85, 38 08 50.93224 S, 176 18 14.11212 E, 44744        , LiDAR-2022, LINZ
NZRO20958 , TREE           ,                           375.81,   1889630.24,    5772455.99, 38 08 57.48667 S, 176 18 18.44985 E, 44744        , LiDAR-2022, LINZ
NZRO20959 , TREE           ,                           376.34,   1889638.51,    5772455.98, 38 08 57.47743 S, 176 18 18.78909 E, 44744        , LiDAR-2022, LINZ
NZRO20960 , TREE           ,                           376.44,   1889653.42,    5772506.51, 38 08 55.82346 S, 176 18 19.32673 E, 44744        , LiDAR-2022, LINZ
NZRO20961 , TREE           ,                           372.24,   1889642.59,    5772510.55, 38 08 55.70512 S, 176 18 18.87659 E, 44744        , LiDAR-2022, LINZ
NZRO20962 , TREE           ,                           368.56,   1889639.79,    5772536.26, 38 08 54.87557 S, 176 18 18.72412 E, 44744        , LiDAR-2022, LINZ
NZRO20963 , TREE           ,                           367.93,   1889638.44,    5772567.66, 38 08 53.86003 S, 176 18 18.62280 E, 44744        , LiDAR-2022, LINZ
NZRO20964 , TREE           ,                           366.03,   1889602.81,    5772570.08, 38 08 53.82281 S, 176 18 17.15779 E, 44744        , LiDAR-2022, LINZ
NZRO20965 , TREE           ,                           362.58,   1889552.62,    5772641.95, 38 08 51.55281 S, 176 18 14.99398 E, 44744        , LiDAR-2022, LINZ
NZRO20966 , TREE           ,                           371.43,   1889714.49,    5772593.26, 38 08 52.94292 S, 176 18 21.70474 E, 44744        , LiDAR-2022, LINZ
NZRO20967 , TREE           ,                           363.03,   1889567.47,    5772636.79, 38 08 51.70280 S, 176 18 15.61064 E, 44744        , LiDAR-2022, LINZ
NZRO20968 , TREE           ,                           359.71,   1889463.08,    5772750.62, 38 08 48.13623 S, 176 18 11.16236 E, 44744        , LiDAR-2022, LINZ
NZRO20969 , TREE           ,                           352.57,   1889441.92,    5772740.93, 38 08 48.47454 S, 176 18 10.30861 E, 44744        , LiDAR-2022, LINZ
NZRO20970 , TREE           ,                           355.58,   1889393.13,    5772791.97, 38 08 46.87760 S, 176 18 08.23277 E, 44744        , LiDAR-2022, LINZ
NZRO20971 , TREE           ,                           351.58,   1889325.14,    5772790.14, 38 08 47.01536 S, 176 18 05.44670 E, 44744        , LiDAR-2022, LINZ
NZRO20972 , TREE           ,                           335.75,   1889353.12,    5773940.42, 38 08 09.72358 S, 176 18 04.91349 E, 44744        , LiDAR-2022, LINZ
NZRO20973 , TREE           ,                           337.6 ,   1889440.86,    5773972.8 , 38 08 08.57348 S, 176 18 08.46450 E, 44744        , LiDAR-2022, LINZ
NZRO20974 , TREE           ,                           330.95,   1889411.82,    5773998.5 , 38 08 07.77453 S, 176 18 07.23599 E, 44744        , LiDAR-2022, LINZ
NZRO20975 , TREE           ,                           345.05,   1889839.3 ,    5774139.2 , 38 08 02.72334 S, 176 18 24.56136 E, 44744        , LiDAR-2022, LINZ
NZRO20976 , TREE           ,                           340.41,   1889849.75,    5774142.64, 38 08 02.59984 S, 176 18 24.98488 E, 44744        , LiDAR-2022, LINZ
NZRO20977 , TREE           ,                           343.68,   1889865.42,    5774152.6 , 38 08 02.25911 S, 176 18 25.61293 E, 44744        , LiDAR-2022, LINZ
NZRO20978 , TREE           ,                           341.08,   1889874.56,    5774157.6 , 38 08 02.08659 S, 176 18 25.98045 E, 44744        , LiDAR-2022, LINZ
NZRO20979 , TREE           ,                           340.03,   1889889.44,    5774166.27, 38 08 01.78855 S, 176 18 26.57798 E, 44744        , LiDAR-2022, LINZ
NZRO20980 , TREE           ,                           341.4 ,   1889864.17,    5774086.12, 38 08 04.41394 S, 176 18 25.65895 E, 44744        , LiDAR-2022, LINZ
NZRO20981 , TREE           ,                           342.46,   1889877.25,    5774104.01, 38 08 03.81934 S, 176 18 26.16918 E, 44744        , LiDAR-2022, LINZ
NZRO20982 , TREE           ,                           345.33,   1889893.9 ,    5774113.3 , 38 08 03.49918 S, 176 18 26.83841 E, 44744        , LiDAR-2022, LINZ
NZRO20983 , TREE           ,                           329.81,   1889640.39,    5774246.83, 38 07 59.46684 S, 176 18 16.24671 E, 44744        , LiDAR-2022, LINZ
NZRO20984 , TREE           ,                           328.41,   1889844.55,    5774258.88, 38 07 58.84066 S, 176 18 24.60155 E, 44744        , LiDAR-2022, LINZ
NZRO20985 , TREE           ,                           330.58,   1889825.57,    5774290.88, 38 07 57.82606 S, 176 18 23.77638 E, 44744        , LiDAR-2022, LINZ
NZRO20986 , TREE           ,                           332.84,   1889773.77,    5774205.83, 38 08 00.64082 S, 176 18 21.77652 E, 44744        , LiDAR-2022, LINZ
NZRO20987 , TREE           ,                           334.52,   1889703.17,    5774087.28, 38 08 04.56240 S, 176 18 19.05462 E, 44744        , LiDAR-2022, LINZ
NZRO20988 , TREE           ,                           330.55,   1889755.95,    5774315.8 , 38 07 57.09931 S, 176 18 20.88487 E, 44744        , LiDAR-2022, LINZ
NZRO20989 , TREE           ,                           331.27,   1889727.8 ,    5774295.53, 38 07 57.78840 S, 176 18 19.76011 E, 44744        , LiDAR-2022, LINZ
NZRO20990 , TREE           ,                           336.61,   1889637.93,    5774081.5 , 38 08 04.82498 S, 176 18 16.38756 E, 44744        , LiDAR-2022, LINZ
NZRO20991 , TREE           ,                           325.36,   1889742.77,    5774401.98, 38 07 54.32303 S, 176 18 20.21833 E, 44744        , LiDAR-2022, LINZ
NZRO20992 , TREE           ,                           331.13,   1889659.37,    5774213.25, 38 08 00.53263 S, 176 18 17.07417 E, 44744        , LiDAR-2022, LINZ
NZRO20993 , TREE           ,                           329.93,   1889678.23,    5774291.38, 38 07 57.98009 S, 176 18 17.73336 E, 44744        , LiDAR-2022, LINZ
NZRO20994 , TREE           ,                           331.51,   1889866.11,    5774172.7 , 38 08 01.60724 S, 176 18 25.61182 E, 44744        , LiDAR-2022, LINZ
NZRO20995 , TREE           ,                           330.09,   1889887.68,    5774190.17, 38 08 01.01643 S, 176 18 26.47083 E, 44744        , LiDAR-2022, LINZ
NZRO20996 , TREE           ,                           321.82,   1889633.04,    5774409.13, 38 07 54.21817 S, 176 18 15.70800 E, 44744        , LiDAR-2022, LINZ
NZRO20997 , TREE           ,                           321.62,   1889652.35,    5774425.82, 38 07 53.65525 S, 176 18 16.47547 E, 44744        , LiDAR-2022, LINZ
NZRO20998 , TREE           ,                           329.67,   1888676.63,    5775000.34, 38 07 36.17032 S, 176 17 35.62524 E, 44744        , LiDAR-2022, LINZ
NZRO20999 , TREE           ,                           321.01,   1888695.11,    5774988.94, 38 07 36.51832 S, 176 17 36.39964 E, 44744        , LiDAR-2022, LINZ
NZRO21000 , TREE           ,                           316.9 ,   1890139.75,    5774768.41, 38 07 41.99491 S, 176 18 35.96127 E, 44744        , LiDAR-2022, LINZ
NZRO21001 , TREE           ,                           315.36,   1890130.39,    5774780.18, 38 07 41.62449 S, 176 18 35.56022 E, 44744        , LiDAR-2022, LINZ
NZRO21002 , TREE           ,                           313.84,   1890122.8 ,    5774799.53, 38 07 41.00650 S, 176 18 35.22064 E, 44744        , LiDAR-2022, LINZ
NZRO21003 , TREE           ,                           327.88,   1890214.61,    5774770.31, 38 07 41.84677 S, 176 18 39.02823 E, 44744        , LiDAR-2022, LINZ
NZRO21004 , TREE           ,                           327.25,   1890217.29,    5774731.48, 38 07 43.10143 S, 176 18 39.19500 E, 44744        , LiDAR-2022, LINZ
NZRO21005 , TREE           ,                           325.42,   1890220.12,    5774713.2 , 38 07 43.69027 S, 176 18 39.33783 E, 44744        , LiDAR-2022, LINZ
NZRO21006 , TREE           ,                           321.97,   1890179.42,    5774686.77, 38 07 44.59346 S, 176 18 37.70756 E, 44744        , LiDAR-2022, LINZ
NZRO21007 , TREE           ,                           326.33,   1890217.12,    5774755.28, 38 07 42.33071 S, 176 18 39.15317 E, 44744        , LiDAR-2022, LINZ
NZRO21008 , TREE           ,                           315.63,   1890162.34,    5774829.74, 38 07 39.98222 S, 176 18 36.79780 E, 44744        , LiDAR-2022, LINZ
NZRO21009 , TREE           ,                           326.16,   1890154.88,    5774867.19, 38 07 38.77779 S, 176 18 36.43705 E, 44744        , LiDAR-2022, LINZ
NZRO21010 , TREE           ,                           326.41,   1890147.21,    5774885.79, 38 07 38.18418 S, 176 18 36.09530 E, 44744        , LiDAR-2022, LINZ
NZRO21011 , TREE           ,                           326.12,   1890142.36,    5774904.75, 38 07 37.57564 S, 176 18 35.86866 E, 44744        , LiDAR-2022, LINZ
NZRO21012 , TREE           ,                           325.49,   1890141.03,    5774919.23, 38 07 37.10815 S, 176 18 35.79292 E, 44744        , LiDAR-2022, LINZ
NZRO21013 , TREE           ,                           326.35,   1890117.78,    5774984.97, 38 07 35.00563 S, 176 18 34.74329 E, 44744        , LiDAR-2022, LINZ
NZRO21014 , TREE           ,                           325.33,   1890061.25,    5774992.76, 38 07 34.81867 S, 176 18 32.41385 E, 44744        , LiDAR-2022, LINZ
NZRO21015 , TREE           ,                           327.37,   1890058.51,    5775007.42, 38 07 34.34698 S, 176 18 32.28003 E, 44744        , LiDAR-2022, LINZ
NZRO21016 , TREE           ,                           323.86,   1890049.33,    5775033.96, 38 07 33.49792 S, 176 18 31.86476 E, 44744        , LiDAR-2022, LINZ
NZRO21017 , TREE           ,                           324.91,   1890054.69,    5775068.33, 38 07 32.37843 S, 176 18 32.03424 E, 44744        , LiDAR-2022, LINZ
NZRO21018 , TREE           ,                           322.4 ,   1890058.06,    5775090.77, 38 07 31.64766 S, 176 18 32.13958 E, 44744        , LiDAR-2022, LINZ
NZRO21019 , TREE           ,                           315.08,   1890096.93,    5774951.77, 38 07 36.10514 S, 176 18 33.93693 E, 44744        , LiDAR-2022, LINZ
NZRO21020 , TREE           ,                           321.54,   1890135.42,    5774874.23, 38 07 38.57226 S, 176 18 35.62877 E, 44744        , LiDAR-2022, LINZ
NZRO21021 , TREE           ,                           320.33,   1890119.75,    5774899.86, 38 07 37.76019 S, 176 18 34.94868 E, 44744        , LiDAR-2022, LINZ
NZRO21022 , TREE           ,                           323.05,   1890111.8 ,    5775029.79, 38 07 33.56076 S, 176 18 34.43246 E, 44744        , LiDAR-2022, LINZ
NZRO21023 , TREE           ,                           319.89,   1890139.56,    5775055.83, 38 07 32.68518 S, 176 18 35.53264 E, 44744        , LiDAR-2022, LINZ
NZRO21024 , TREE           ,                           300.63,   1889931.88,    5775222.59, 38 07 27.52367 S, 176 18 26.77272 E, 44744        , LiDAR-2022, LINZ
NZRO21025 , TREE           ,                           308.97,   1890201.45,    5775127.24, 38 07 30.30052 S, 176 18 37.96587 E, 44744        , LiDAR-2022, LINZ
NZRO21026 , TREE           ,                           306.93,   1889458.81,    5775625.29, 38 07 15.02577 S, 176 18 06.78659 E, 44744        , LiDAR-2022, LINZ
NZRO21027 , TREE           ,                           305.7 ,   1889465.25,    5775634.88, 38 07 14.70771 S, 176 18 07.03664 E, 44744        , LiDAR-2022, LINZ
NZRO21028 , TREE           ,                           303.69,   1889494.51,    5775609.68, 38 07 15.49022 S, 176 18 08.27318 E, 44744        , LiDAR-2022, LINZ
NZRO21029 , TREE           ,                           300.9 ,   1889693.57,    5775579.22, 38 07 16.24712 S, 176 18 16.47969 E, 44744        , LiDAR-2022, LINZ
NZRO21030 , TREE           ,                           302.96,   1889702.93,    5775594.49, 38 07 15.74169 S, 176 18 16.84115 E, 44744        , LiDAR-2022, LINZ
NZRO21031 , TREE           ,                           302.87,   1889714.55,    5775605.91, 38 07 15.35836 S, 176 18 17.30091 E, 44744        , LiDAR-2022, LINZ
NZRO21032 , TREE           ,                           301.03,   1889740.93,    5775614   , 38 07 15.06585 S, 176 18 18.37074 E, 44744        , LiDAR-2022, LINZ
NZRO21033 , TREE           ,                           301.57,   1889910.42,    5775445.64, 38 07 20.32352 S, 176 18 25.56650 E, 44744        , LiDAR-2022, LINZ
NZRO21034 , TREE           ,                           303.62,   1889917.8 ,    5775452.34, 38 07 20.09797 S, 176 18 25.85930 E, 44744        , LiDAR-2022, LINZ
NZRO21035 , TREE           ,                           301.53,   1890128.34,    5775365.35, 38 07 22.67234 S, 176 18 34.61944 E, 44744        , LiDAR-2022, LINZ
NZRO21036 , TREE           ,                           298.23,   1890268.42,    5775452.74, 38 07 19.67972 S, 176 18 40.23531 E, 44744        , LiDAR-2022, LINZ
NZRO21037 , TREE           ,                           301.13,   1890287.2 ,    5775545.43, 38 07 16.65553 S, 176 18 40.86951 E, 44744        , LiDAR-2022, LINZ
NZRO21038 , TREE           ,                           300.43,   1890260.27,    5775488.78, 38 07 18.52176 S, 176 18 39.84832 E, 44744        , LiDAR-2022, LINZ
NZRO21039 , TREE           ,                           301.68,   1890117.85,    5775522.22, 38 07 17.60321 S, 176 18 33.95970 E, 44744        , LiDAR-2022, LINZ
NZRO21040 , TREE           ,                           299.54,   1890107.87,    5775511.28, 38 07 17.96911 S, 176 18 33.56650 E, 44744        , LiDAR-2022, LINZ
NZRO21041 , TREE           ,                           299.91,   1890102.54,    5775504.16, 38 07 18.20590 S, 176 18 33.35838 E, 44744        , LiDAR-2022, LINZ
NZRO21042 , TREE           ,                           298.76,   1890074.99,    5775528.98, 38 07 17.43380 S, 176 18 32.19243 E, 44744        , LiDAR-2022, LINZ
NZRO21043 , TREE           ,                           300.59,   1889646.66,    5775862.86, 38 07 07.11369 S, 176 18 14.14179 E, 44744        , LiDAR-2022, LINZ
NZRO21044 , TREE           ,                           301.73,   1889643.06,    5775854.97, 38 07 07.37342 S, 176 18 14.00572 E, 44744        , LiDAR-2022, LINZ
NZRO21045 , TREE           ,                           298.25,   1889606.57,    5775809.46, 38 07 08.88969 S, 176 18 12.57606 E, 44744        , LiDAR-2022, LINZ
NZRO21046 , TREE           ,                           296.41,   1889817.66,    5775776.5 , 38 07 09.71359 S, 176 18 21.27927 E, 44744        , LiDAR-2022, LINZ
NZRO21047 , TREE           ,                           299.09,   1889768.49,    5775709.17, 38 07 11.95131 S, 176 18 19.36164 E, 44744        , LiDAR-2022, LINZ
NZRO21048 , TREE           ,                           298.63,   1889719.12,    5775759.74, 38 07 10.37027 S, 176 18 17.26346 E, 44744        , LiDAR-2022, LINZ
NZRO21049 , TREE           ,                           296.48,   1889708.78,    5775763.82, 38 07 10.25005 S, 176 18 16.83354 E, 44744        , LiDAR-2022, LINZ
NZRO21050 , TREE           ,                           298.59,   1889686.17,    5775759.36, 38 07 10.42063 S, 176 18 15.91300 E, 44744        , LiDAR-2022, LINZ
NZRO21051 , TREE           ,                           297.27,   1889712   ,    5775706.49, 38 07 12.10335 S, 176 18 17.04935 E, 44744        , LiDAR-2022, LINZ
NZRO21052 , TREE           ,                           297.48,   1889732.97,    5775678.17, 38 07 12.99647 S, 176 18 17.95056 E, 44744        , LiDAR-2022, LINZ
NZRO21053 , TREE           ,                           296.91,   1889997.02,    5775669.32, 38 07 12.97810 S, 176 18 28.79012 E, 44744        , LiDAR-2022, LINZ
NZRO21054 , TREE           ,                           297.26,   1889985.91,    5775650.65, 38 07 13.59569 S, 176 18 28.36190 E, 44744        , LiDAR-2022, LINZ
NZRO21055 , TREE           ,                           299.77,   1890072.2 ,    5775590.76, 38 07 15.43588 S, 176 18 31.98762 E, 44744        , LiDAR-2022, LINZ
NZRO21056 , TREE           ,                           298.7 ,   1890074.74,    5775689.14, 38 07 12.24626 S, 176 18 31.94779 E, 44744        , LiDAR-2022, LINZ
NZRO21057 , TREE           ,                           304.47,   1889723.88,    5775367.02, 38 07 23.08563 S, 176 18 18.03266 E, 44744        , LiDAR-2022, LINZ
NZRO21058 , TREE           ,                           300.74,   1889838.59,    5775535.58, 38 07 17.49321 S, 176 18 22.48971 E, 44744        , LiDAR-2022, LINZ
NZRO21059 , TREE           ,                           297.06,   1889689.92,    5775725.46, 38 07 11.51437 S, 176 18 16.11630 E, 44744        , LiDAR-2022, LINZ
NZRO21060 , TREE           ,                           296.99,   1889689.45,    5775824.74, 38 07 08.29907 S, 176 18 15.95195 E, 44744        , LiDAR-2022, LINZ
NZRO21061 , TREE           ,                           294.19,   1889817.66,    5775794.63, 38 07 09.12633 S, 176 18 21.25276 E, 44744        , LiDAR-2022, LINZ
NZRO21062 , TREE           ,                           295.14,   1889939.8 ,    5775812.01, 38 07 08.42220 S, 176 18 26.23535 E, 44744        , LiDAR-2022, LINZ
NZRO21063 , TREE           ,                           294.77,   1889953.35,    5775821.6 , 38 07 08.09597 S, 176 18 26.77681 E, 44744        , LiDAR-2022, LINZ
NZRO21064 , TREE           ,                           300.7 ,   1890203.92,    5775514   , 38 07 17.76993 S, 176 18 37.50084 E, 44744        , LiDAR-2022, LINZ
NZRO21065 , TREE           ,                           297.8 ,   1890179.51,    5775537.89, 38 07 17.02433 S, 176 18 36.46498 E, 44744        , LiDAR-2022, LINZ
NZRO21066 , TREE           ,                           298.58,   1890217.14,    5775627.5 , 38 07 14.07821 S, 176 18 37.87671 E, 44744        , LiDAR-2022, LINZ
NZRO21067 , TREE           ,                           298.08,   1890064.29,    5775488.74, 38 07 18.74961 S, 176 18 31.81258 E, 44744        , LiDAR-2022, LINZ
NZRO21068 , TREE           ,                           296.8 ,   1890251.15,    5775475.73, 38 07 18.95498 S, 176 18 39.49352 E, 44744        , LiDAR-2022, LINZ
NZRO21069 , TREE           ,                           296.59,   1890254.56,    5775494.5 , 38 07 18.34296 S, 176 18 39.60564 E, 44744        , LiDAR-2022, LINZ
NZRO21070 , TREE           ,                           294.34,   1890300.85,    5775583.64, 38 07 15.40206 S, 176 18 41.37323 E, 44744        , LiDAR-2022, LINZ
NZRO21071 , TREE           ,                           300.49,   1890199.88,    5775558.67, 38 07 16.32768 S, 176 18 37.26978 E, 44744        , LiDAR-2022, LINZ
NZRO21072 , TREE           ,                           301.51,   1890211.82,    5775575.15, 38 07 15.78022 S, 176 18 37.73511 E, 44744        , LiDAR-2022, LINZ
NZRO21073 , TREE           ,                           301.04,   1890216.62,    5775576.55, 38 07 15.72916 S, 176 18 37.92999 E, 44744        , LiDAR-2022, LINZ
NZRO21074 , TREE           ,                           297.28,   1890136.47,    5775565.44, 38 07 16.18172 S, 176 18 34.65990 E, 44744        , LiDAR-2022, LINZ
NZRO21075 , TREE           ,                           297.82,   1890109.56,    5775573.4 , 38 07 15.95500 S, 176 18 33.54487 E, 44744        , LiDAR-2022, LINZ
NZRO21076 , TREE           ,                           299.97,   1890161.7 ,    5775585.9 , 38 07 15.48981 S, 176 18 35.66445 E, 44744        , LiDAR-2022, LINZ
NZRO21077 , TREE           ,                           298.24,   1890187.33,    5775604.98, 38 07 14.84214 S, 176 18 36.68740 E, 44744        , LiDAR-2022, LINZ
NZRO21078 , TREE           ,                           296.62,   1890205.24,    5775621.45, 38 07 14.28794 S, 176 18 37.39764 E, 44744        , LiDAR-2022, LINZ
NZRO21079 , TREE           ,                           298.42,   1890214.03,    5775662.26, 38 07 12.95604 S, 176 18 37.69835 E, 44744        , LiDAR-2022, LINZ
NZRO21080 , TREE           ,                           298.3 ,   1890215.45,    5775649.99, 38 07 13.35171 S, 176 18 37.77453 E, 44744        , LiDAR-2022, LINZ
NZRO21081 , TREE           ,                           296.96,   1890273.03,    5775661.75, 38 07 12.90415 S, 176 18 40.11816 E, 44744        , LiDAR-2022, LINZ
NZRO21082 , TREE           ,                           295.05,   1890260.97,    5775652.01, 38 07 13.23359 S, 176 18 39.63794 E, 44744        , LiDAR-2022, LINZ
NZRO21083 , TREE           ,                           297.09,   1890252.86,    5775645.08, 38 07 13.46745 S, 176 18 39.31556 E, 44744        , LiDAR-2022, LINZ
NZRO21084 , TREE           ,                           297.28,   1890247.45,    5775640.37, 38 07 13.62627 S, 176 18 39.10064 E, 44744        , LiDAR-2022, LINZ
NZRO21085 , TREE           ,                           297.34,   1890243.63,    5775635.51, 38 07 13.78811 S, 176 18 38.95113 E, 44744        , LiDAR-2022, LINZ
NZRO21086 , TREE           ,                           296.5 ,   1890239.47,    5775633.16, 38 07 13.86904 S, 176 18 38.78400 E, 44744        , LiDAR-2022, LINZ
NZRO21087 , TREE           ,                           295.83,   1890235.32,    5775631.56, 38 07 13.92567 S, 176 18 38.61618 E, 44744        , LiDAR-2022, LINZ
NZRO21088 , TREE           ,                           296.36,   1890231.45,    5775625.88, 38 07 14.11413 S, 176 18 38.46582 E, 44744        , LiDAR-2022, LINZ
NZRO21089 , TREE           ,                           296.79,   1890172.25,    5775674.91, 38 07 12.59444 S, 176 18 35.96672 E, 44744        , LiDAR-2022, LINZ
NZRO21090 , TREE           ,                           291.93,   1890219.23,    5775788.06, 38 07 08.87505 S, 176 18 37.72729 E, 44744        , LiDAR-2022, LINZ
NZRO21091 , TREE           ,                           292.37,   1890228.47,    5775779.72, 38 07 09.13450 S, 176 18 38.11835 E, 44744        , LiDAR-2022, LINZ
NZRO21092 , TREE           ,                           292.26,   1890253.83,    5775755.41, 38 07 09.89245 S, 176 18 39.19361 E, 44744        , LiDAR-2022, LINZ
NZRO21093 , TREE           ,                           292.59,   1890234.08,    5775732.08, 38 07 10.67111 S, 176 18 38.41808 E, 44744        , LiDAR-2022, LINZ
NZRO21094 , TREE           ,                           292.49,   1890216.14,    5775717.98, 38 07 11.14858 S, 176 18 37.70324 E, 44744        , LiDAR-2022, LINZ
NZRO21095 , TREE           ,                           290.86,   1891252.14,    5778328.69, 38 05 45.38420 S, 176 19 16.34708 E, 44744        , LiDAR-2022, LINZ
NZRO21096 , TREE           ,                           289.36,   1891225.36,    5778223.4 , 38 05 48.82586 S, 176 19 15.40381 E, 44744        , LiDAR-2022, LINZ
NZRO21097 , TREE           ,                           294.83,   1891467.27,    5778270.97, 38 05 47.00420 S, 176 19 25.24941 E, 44744        , LiDAR-2022, LINZ
NZRO21098 , TREE           ,                           294.32,   1891455.24,    5778275.93, 38 05 46.85741 S, 176 19 24.74899 E, 44744        , LiDAR-2022, LINZ
NZRO21099 , TREE           ,                           293.05,   1891447.97,    5778304.35, 38 05 45.94542 S, 176 19 24.40928 E, 44744        , LiDAR-2022, LINZ
NZRO211   , TREE           ,                           297.58,   1891458.16,    5778514.35, 38 05 39.13143 S, 176 19 24.51876 E, 44744        , LiDAR-2022, LINZ
NZRO21100 , TREE           ,                           300.52,   1891608.65,    5778270.86, 38 05 46.84366 S, 176 19 31.04462 E, 44744        , LiDAR-2022, LINZ
NZRO21101 , TREE           ,                           297.79,   1891386.21,    5778523.3 , 38 05 38.92502 S, 176 19 21.55661 E, 44744        , LiDAR-2022, LINZ
NZRO21102 , TREE           ,                           297.76,   1891440.97,    5778516.33, 38 05 39.08724 S, 176 19 23.81129 E, 44744        , LiDAR-2022, LINZ
NZRO21103 , TREE           ,                           296.45,   1891461.65,    5778489.4 , 38 05 39.93554 S, 176 19 24.69844 E, 44744        , LiDAR-2022, LINZ
NZRO21104 , TREE           ,                           299.88,   1891485.03,    5778348.9 , 38 05 44.45933 S, 176 19 25.86318 E, 44744        , LiDAR-2022, LINZ
NZRO21105 , TREE           ,                           299.61,   1891496.57,    5778349.8 , 38 05 44.41682 S, 176 19 26.33474 E, 44744        , LiDAR-2022, LINZ
NZRO21106 , TREE           ,                           296.46,   1891506.65,    5778361.34, 38 05 44.03133 S, 176 19 26.73094 E, 44744        , LiDAR-2022, LINZ
NZRO21107 , TREE           ,                           296.61,   1891532.85,    5778359.6 , 38 05 44.05728 S, 176 19 27.80737 E, 44744        , LiDAR-2022, LINZ
NZRO21108 , TREE           ,                           297.03,   1891539.06,    5778363.17, 38 05 43.93443 S, 176 19 28.05666 E, 44744        , LiDAR-2022, LINZ
NZRO21109 , TREE           ,                           297.41,   1891544.73,    5778369.19, 38 05 43.73285 S, 176 19 28.28022 E, 44744        , LiDAR-2022, LINZ
NZRO21110 , TREE           ,                           296.84,   1891557.55,    5778393.05, 38 05 42.94512 S, 176 19 28.77063 E, 44744        , LiDAR-2022, LINZ
NZRO21111 , TREE           ,                           300.38,   1891594.19,    5778447.32, 38 05 41.14471 S, 176 19 30.19267 E, 44744        , LiDAR-2022, LINZ
NZRO21112 , TREE           ,                           303.58,   1891603.94,    5778452.37, 38 05 40.96982 S, 176 19 30.58488 E, 44744        , LiDAR-2022, LINZ
NZRO21113 , TREE           ,                           299.91,   1891632.42,    5778382.26, 38 05 43.20769 S, 176 19 31.85521 E, 44744        , LiDAR-2022, LINZ
NZRO21114 , TREE           ,                           309.45,   1891734.29,    5778395.32, 38 05 42.66635 S, 176 19 36.01140 E, 44744        , LiDAR-2022, LINZ
NZRO21115 , TREE           ,                           309.65,   1891833.34,    5778429.46, 38 05 41.44544 S, 176 19 40.02099 E, 44744        , LiDAR-2022, LINZ
NZRO21116 , TREE           ,                           315.68,   1892032.46,    5778707.6 , 38 05 32.20474 S, 176 19 47.77309 E, 44744        , LiDAR-2022, LINZ
NZRO21117 , TREE           ,                           316.2 ,   1892038.07,    5778703.81, 38 05 32.32098 S, 176 19 48.00859 E, 44744        , LiDAR-2022, LINZ
NZRO21118 , TREE           ,                           316.76,   1892047.29,    5778705.73, 38 05 32.24807 S, 176 19 48.38365 E, 44744        , LiDAR-2022, LINZ
NZRO21119 , TREE           ,                           316.89,   1892065.19,    5778713.12, 38 05 31.98789 S, 176 19 49.10642 E, 44744        , LiDAR-2022, LINZ
NZRO21120 , TREE           ,                           318.42,   1892155.93,    5778739.12, 38 05 31.04019 S, 176 19 52.78717 E, 44744        , LiDAR-2022, LINZ
NZRO21121 , TREE           ,                           304.69,   1891668.41,    5778357.08, 38 05 43.98150 S, 176 19 33.36735 E, 44744        , LiDAR-2022, LINZ
NZRO21122 , TREE           ,                           302.88,   1891791.16,    5778427.78, 38 05 41.54886 S, 176 19 38.29462 E, 44744        , LiDAR-2022, LINZ
NZRO21123 , TREE           ,                           306.2 ,   1891984.94,    5778499.97, 38 05 38.98534 S, 176 19 46.13089 E, 44744        , LiDAR-2022, LINZ
